"병원ID","병원명","전화번호","주소","위도","경도","삭제 여부(1: 삭제)","구글맵 placeId"
"39f4b549ec9e4e0295b3acd8d71c8d35","이수철신경정신과의원","024732100","서울특별시 강동구 천호대로 1037, 세우빌딩 (천호동)","37.5378393","127.1273553","0","ChIJdVBYov-vfDURyuFzr9ODxfA"
"ec6122bfe09947d2a7b03d384f00a02d","나우정신과의원","024767533","서울특별시 강동구 천호대로 1033, 5층 (천호동)","37.5378953","127.126974","0","ChIJTSZqmf-vfDUR48bBArsM9wc"
"2d39e2e05668495981fab58073bb7eb0","연세강신경과정신과의원","024781070","서울특별시 강동구 천호대로 1027, 4층 (천호동)","37.5381742","127.1263458","0","ChIJldm6hf-vfDUR-31XeTrJdqM"
"75be4fb76ca94bc6b0a37bf5f522d986","연세필정신건강의학과의원","0263837700","서울특별시 강동구 천호대로 1015, 8층 (천호동)","37.5385084","127.1251222","0",
"140d25f4769b4b218612106cf9ae76c0","맘톡톡정신건강의학과의원","0269527508","서울특별시 강동구 올림픽로 664, 306호 (천호동, 대우 한강 베네시티)","37.5406109","127.1249414","0","ChIJs2qVXSB9ezURqvxISEZ5RDs"
"1888ff0e5d1b47939c9ded5b32044dea","삼성온빛정신건강의학과의원","024203358","서울특별시 송파구 송파대로 373, 5층 (석촌동)","37.5009198","127.1106212","0","ChIJufO09zalfDURJQRoVQyASVQ"
"76cd48cf55814320837af8ab160e1e3a","삼성아이정신과의원","024254600","서울특별시 송파구 송파대로 380, (송파동, 5층)","37.5016805","127.1108521","0","ChIJe94GNJqlfDURh5YgfmgT3kg"
"b4071001cbfd4bb889027ba5f8d93f83","봄날정신건강의학과의원","024853345","서울특별시 강동구 천호대로 1006, 브라운스톤천호 3층 309호 (성내동)","37.5380133","127.1237896","0","ChIJp_whILKlfDUR5y3mwescu_Y"
"4a92856166834464833871ca54960338","현정신과의원","024840678","서울특별시 강동구 천호대로 1006, (성내동, 브라운스톤천호)","37.5380133","127.1237896","0",
"d6ed7d43b4bc49c0ae4ead0a55cff5ff","더쉼정신건강의학과의원","024706656","서울특별시 강동구 올림픽로 660, 306호 (천호동, 천호엘크루주상복합)","37.5401895","127.124472","0","ChIJC7Jz3O9ZezUR8-C-Vprg_jQ"
"b4782780b13447f6b7e250c3fe75ab0f","강남정신과의원","024823500","서울특별시 강동구 천호대로 997, (천호동)","37.5393463","127.1233121","0",
"951c1dd45d23472ebe4d125eebe46592","사과나무정신건강의학과의원","024825275","서울특별시 강동구 올림픽로 665, 대일빌딩 2층 (천호동)","37.5409236","127.1238914","0",
"c3d73b2163dc47d3b99bf92f125097e3","마음안정신건강의학과의원","4731160","서울특별시 강동구 올림픽로 651, 6층 (천호동)","37.5397472","127.1233821","0",
"a2dfd33563d840469501b7c40df1644f","송파서울정신과의원","024158468","서울특별시 송파구 송파대로 392, (송파동)","37.5026246","127.1100171","0","ChIJ4bDk1pulfDURYj2wcBnR830"
"f4b216eb2a8d4978be2dd599282d983a","장석하정신건강의학과의원","024427585","서울특별시 강동구 올림픽로 787, 2층 202호 (암사동, 태성프라자)","37.5514771","127.1277494","0",
"7ac62eb1d15448f49df2c202b5d011c9","연세나루정신건강의학과의원","024123370","서울특별시 송파구 송파대로 404, 우일빌딩 2층 (송파동)","37.5033741","127.1093318","0","ChIJMesWuRulfDURU5znnsff55U"
"4283efc1567b4a378cb2dfcd132b19b4","마음정신건강의학과의원","024256616","서울특별시 송파구 송파대로 404-1, 2층 (송파동)","37.5034721","127.1092504","0",
"f5f718a90ba24a69a29c4337b4008e31","온가족정신건강의학과의원","024497790","서울특별시 송파구 송파대로 345, A동 3003~3005호 (가락동, 헬리오시티)","37.4976183","127.1072604","0","ChIJyeptHSOffDURW_KN73hpoQw"
"911721c2255e4de98a827a5f20faf5bd","서울성모정신건강의학과의원","0269526119","서울특별시 강남구 광평로56길 8-13, 수서타워 302, 303호 (수서동)","37.4867657","127.1031943","0","ChIJJ1rn-TulfDURnwRxws0vdxQ"
"cab2c69165b64e6dbc61f53b01f51d5c","공감정신건강의학과의원","024121105","서울특별시 송파구 송파대로 409, 범양빌딩 3층 (석촌동)","37.5035123","127.1082963","0","ChIJHwc3B0x8ezUROLJNLoAVoXs"
"a994c561ad2543208265fcf97c8bcac8","아이나래정신건강의학과의원","024154266","서울특별시 송파구 올림픽로 378, (방이동, 4층)","37.5169902","127.1121604","0","ChIJkSUcWYevfDURRy9ttqoQpv0"
"c8ef122c09f84003a7d9a33f07314f44","연세늘봄정신건강의학과의원","024173331","서울특별시 송파구 송파대로 422, (송파동, 영빌딩)","37.5049953","127.1078702","0","ChIJ6ymMQ8qlfDURslTF_BjK6OY"
"5ce3eada30a2412b904a5ab563128773","삼성마음친구정신건강의학과의원","024458755","서울특별시 강남구 광평로51길 8, 로얄프라자 203호 (수서동)","37.4883738","127.1024711","0","ChIJoQdtgA6lfDURESPAZmIEBaw"
"1ece20f3098241e4804df820570373ee","수서삼성정신건강의학과의원","0222267100","서울특별시 강남구 밤고개로1길 10, 201호 (수서동, 수서현대벤쳐빌)","37.4880245","127.1018445","0","ChIJixMmNcKlfDURvv73RqylQkw"
"e2096762a7f946a5acdb8f7f3cc77ae0","이룸정신건강의학과의원","024251212","서울특별시 송파구 백제고분로 365, 태문빌딩 2층 (석촌동)","37.5052718","127.1063142","0",
"bd1ab71ced654eb49ed2363741ba0d36","위드정신건강의학과의원","024247579","서울특별시 송파구 송파대로 441, (석촌동, 6층)","37.5058131","127.1061986","0",
"086f5ce706ae4a1db9d76130ea5b4ebd","잠실괜찮아정신건강의학과의원","024187725","서울특별시 송파구 올림픽로 336, 대우유토피아오피스텔 201호 (방이동)","37.5154024","127.1074749","0","ChIJ3VEy_G6lfDURu-qcurBl9xI"
"c90d3efb4b59455c8c51fcc0f20a5e7d","다온정신건강의학과의원","0234321027","서울특별시 송파구 올림픽로35가길 9, 225호,226호 (신천동, 잠실 푸르지오 월드마크)","37.5173947","127.1036837","0",
"28729aac722a4de199c5db62929ed33d","잠실숲정신건강의학과의원","024250405","서울특별시 송파구 올림픽로 289, 잠실시그마타워 신천동동 3층 314호 (신천동)","37.5145775","127.1025391","0","ChIJH-2lExalfDUR5iQKOXX87OM"
"f17e4081aa244f9b8bf941bdb2180f1a","잠실아이정신건강의학과의원","0222027512","서울특별시 송파구 올림픽로 293-19, (신천동, 현대타워 104호)","37.515133","127.102499","0","ChIJuXrkGgulfDURZ1Qljvsiq1c"
"b6ae938a87cd49f98e2c09dcc7c97f01","행복나루정신건강의학과의원","024234477","서울특별시 송파구 올림픽로35길 112, 2동 323,324호 (신천동, 장미아파트 비상가)","37.517819","127.1017233","0","ChIJFYR6XLelfDURwUmC5wSNknQ"
"27a489aeca7441c593a0d6ac4235361c","잠실하늘정신건강의학과의원","024161333","서울특별시 송파구 송파대로 558, 월드타워빌딩 2층 201호 (신천동)","37.5150949","127.0997117","0","ChIJ688sfLelfDUR8ju9tBU6zDQ"
"7825d9ea25b54ab48b9fe0c1057301c2","잠실삼성정신건강의학과의원","024237466","서울특별시 송파구 올림픽로 212, 2층 210호 (잠실동, 갤러리아팰리스)","37.5111896","127.0939713","0",
"af29ac746dd945d8a40ed7d85eaaea6b","해솔정신건강의학과의원","024147755","서울특별시 송파구 삼전로 84, 7층 (삼전동)","37.5058328","127.0897031","0",
"3b50c75507964cb3acfcec50deadc97b","화인정신건강의학과의원","4527205","서울특별시 광진구 광나루로56길 63, 프라임프라자 305호 (구의동)","37.5367895","127.096155","0",
"7124b32b02b349b69b209549d6276e85","송파삼성정신건강의학과의원","0222037582","서울특별시 송파구 올림픽로 145, 리센츠 5층 5b19호 (잠실동)","37.5119636","127.0870103","0","ChIJAUdlTAClfDUR-Co-u2x6gdU"
"9dd4283174bd4cdf9d2575af3144b532","이정신건강의학과의원","024252267","서울특별시 송파구 석촌호수로 61, 5층 511일부 호 (잠실동, 트리지움)","37.5107806","127.0861952","0","ChIJMVlSGkheezURDQLIvNoZUBw"
"2aa98cb04b1141af90738c92d65256fb","온유정신건강의학과의원","024160175","서울특별시 송파구 석촌호수로 58, 동신빌딩 2층 1호 (잠실동)","37.5110976","127.085466","0","ChIJWebMc_qlfDUR3Ku8MRpOLLc"
"204d6edc7a5c4474bf65b22ac2478d6e","서울우리아이정신건강의학과의원","024522100","서울특별시 광진구 강변역로4길 10, 4층 (구의동, 강변역지너스타워)","37.5353487","127.093421","0","ChIJMdkM0iKlfDUR-4Exv6_u3-4"
"6e8354cd6d9940f1b2615970716a6565","성모라이프정신건강의학과의원","024570550","서울특별시 광진구 광나루로 604, 진넥스 베르디엠 201호 (구의동)","37.5415877","127.0949441","0","ChIJy8S4vTqlfDUR6lUt2wk2O1w"
"6772425559114a4cb4066483b8c16732","디딤정신과의원","0262891133","서울특별시 송파구 올림픽로 119, (잠실동, 파인애플상가 4B 29호)","37.5120894","127.0842018","0",
"91967d42410c4b06936bfa764fede685","지음정신건강의학과의원","024211136","서울특별시 송파구 올림픽로 116-1, 신원빌딩 5층 (잠실동)","37.5113945","127.0836429","0",
"55445ae22f814eb392fe6980154a2293","한음한방신경정신과한의원","0269251075","서울특별시 송파구 올림픽로 116-1, 9층 (잠실동, 신원빌딩)","37.5113945","127.0836429","0","ChIJC62e1BN9ezURpdicHaNGVz0"
"35a40126d0694c29b381567bd5725a3f","다미신경정신과의원","024190152","서울특별시 송파구 올림픽로 116, 4층 (잠실동)","37.5113865","127.0834983","0","ChIJD4VyOXyCfDURMZPOKSGzZ-Y"
"93dbeac7584941d9a507870af2bc72c8","서울탑정신건강의학과의원","4128275","서울특별시 송파구 올림픽로 114, (잠실동, 서경빌딩 5층)","37.5113949","127.083202","0",
"db63b4461b544598a14d90b94d431f5b","연세소울정신건강의학과의원","024187522","서울특별시 송파구 올림픽로 108, (잠실동, 8층)","37.5114317","127.0827828","0",
"8fa90f9619f3422db786afbe0e3d419e","서울뜰정신건강의학과의원","0222020675","서울특별시 송파구 올림픽로 106, 상록빌딩 5층 일부호 (잠실동)","37.5114019","127.0825724","0",
"350779207f714f80b7acba00b7c673e3","이지브레인송파 정신건강의학과의원","0222021075","서울특별시 송파구 올림픽로 102, 서일빌딩 6층 603호 (잠실동)","37.5114327","127.0819814","0","ChIJ4WrVwFKkfDURdE8aAamJLX4"
"8d64e05c321b45c295f6f46c5834fc2e","봄정신건강의학과의원","024191800","서울특별시 송파구 올림픽로 100, 6층 (잠실동, 효창타워)","37.5114163","127.0816891","0",
"0ee293b342dd4b26bb1658a5edcae9d4","신석호정신과의원","0222262231","서울특별시 강남구 개포로 615, 201-1호, 308호 (개포동)","37.4926645","127.0756013","0","ChIJNTopRi6kfDURn4PNI53S18g"
"dc58d6afc95d4ac196bc29e7ddf759ad","김문엽정신건강의학과의원","34372132","서울특별시 광진구 아차산로 431, 상가1-205호 (구의동, 강변에스케이뷰)","37.5388188","127.0901204","0","ChIJXziXfBilfDURUkIl_wS1Tlg"
"656e7bf5d0d941979f54e5874d48cbd4","구의연세정신건강의학과의원","0222015757","서울특별시 광진구 자양로 95, (자양동)","37.5362295","127.0832168","0","ChIJ2UYu3h-lfDURrI0rRQHAfnI"
"71c4724d34c443f89b0ffa2d48c4805f","서동수위드어스정신건강의학과의원","025760691","서울특별시 서초구 헌릉로 176, 서울영동농협종합시설 4층 403~405호 (내곡동)","37.4566068","127.0595071","0","ChIJzXxRxNynfDURlpuROdmf7GA"
"1d1085a27d6a475aac48c3b1112a6d5a","유지민정신건강의학과의원","024522030","서울특별시 광진구 자양로 109, 202호 (자양동, 구의현대홈시티)","37.537441","127.083137","0","ChIJLyKh_x-lfDURhgjvn6x7ZaA"
"54686875c6174ffa91debfdbd6c8fbca","연세소담정신건강의학과의원","024518275","서울특별시 강남구 개포로 504, 메트하임 502, 504호 (개포동)","37.4890546","127.0671869","0","ChIJocJSWu2lfDURJi79zdpOwy4"
"de8f940f5bad4551a7bd51f4b690a3c9","나눔정신건강의학과의원","024455575","서울특별시 강남구 삼성로 38, 개포빌딩 4층 403호 (개포동)","37.4886965","127.0668591","0",
"b440527c188b4f47bcb25f7e2b24f7d9","동서울정신건강의학과의원","024461172","서울특별시 광진구 자양로 186-1, 1층 (구의동)","37.5441601","127.0851866","0",
"18b9b8b065cc4239ad2eecffe93b4c27","정다운정신건강의학과의원","0269568905","서울특별시 강남구 선릉로 30, 개포빌딩 202-1호 (개포동)","37.4825263","127.0611928","0","ChIJqZ1Ym6KmfDURQVI8mRxKWCU"
"377f5a16c4da4f868837994dfe403db9","하나정신과의원","025556018","서울특별시 강남구 남부순환로 2941, 4층 (대치동)","37.4942695","127.0619463","0",
"3a3526c499844f78b42c57913a3189c5","연세카리스정신건강의학과의원","025613343","서울특별시 강남구 영동대로86길 11, 승원산업사 5층 (대치동)","37.5080821","127.0650633","0",
"c91030a9c4c149adae92d694061e04d1","대치마음정신건강의학과의원","025554607","서울특별시 강남구 남부순환로 2927, 대치 클래시아 3층 301호 (대치동)","37.4936881","127.0603918","0","ChIJa1-yax-kfDUR2krI4g9hZXc"
"2f3f3ee2d48e4f139901a3951e1b78c5","국립정신건강센터","0222040114","서울특별시 광진구 용마산로 127, (중곡동, 국립정신건강센터)","37.5650897","127.0856522","0","ChIJ69WnMdi6fDURGuZJsux40A4"
"1736f896d9ec46a49955f4bedfbe6d67","개포숲정신건강의학과의원","0261800500","서울특별시 강남구 언주로7길 6, 207,208,212호 (개포동, 개포자이르네)","37.4785583","127.055481","0",
"89b30ba8898c45ec894665e6b8571a9c","삼성마음숲정신건강의학과의원","","서울특별시 강남구 영동대로85길 7, 5층 (대치동)","37.5071422","127.0631027","0","ChIJz8-kLFGlfDURbBeJLbGX7WE"
"714c95692cbf456b818ccfabd7d06e6e","전재진정신건강의학과의원","024567482","서울특별시 광진구 긴고랑로 64, 2,3,4층 (중곡동)","37.5617284","127.0829734","0","ChIJGwgKINa6fDURq09KtwIOrZ0"
"ac01fe4ba4e54bf09bbacdf85a5da536","푸른마음정신과의원","34361675","서울특별시 광진구 능동로50길 8, 3,4,5층 (중곡동)","37.5639346","127.0838144","0",
"1d24a92ed8064f4fb2fc6d47f43035bc","문경서정신건강의학과의원","024588811","서울특별시 광진구 능동로 390, (중곡동)","37.5638347","127.0834249","0","ChIJl81359e6fDURuphFD9CRUDo"
"412d3bbf5f30463894f732261a2f5405","조광신경정신과의원","024672323","서울특별시 광진구 능동로 380, (중곡동,(2,3,4층))","37.5631013","127.0829885","0","ChIJ_Z341de6fDURNvEsdq_lCdg"
"4e8d8023693b4c18b68ba6e30b5cd266","조근호정신건강의학과의원","0222012900","서울특별시 광진구 천호대로 559, 아스하임 501호 (중곡동)","37.5572903","127.0805099","0","ChIJfYY3SiC7fDURyTlQNAdCToA"
"374284dc1976457ab1f3596d5de3d119","동화정신건강의학과의원","024665238","서울특별시 광진구 능동로 385-1, (중곡동)","37.5638302","127.0828824","0",
"a1422761e67c4ce29c918eab0f3afe6a","Dr. 고 신경정신과의원","024676247","서울특별시 광진구 능동로 324, 3층 (중곡동)","37.5583953","127.0804054","0",
"6505f90449984e02a6c15ae8edcdc96a","연세유앤김정신과의원","025010675","서울특별시 강남구 테헤란로 528, 6층 (대치동, 슈페리어타워)","37.508102","127.0620152","0",
"605acb5b855249c09c5b01140d9052ba","마음담은정신건강의학과의원","0220383070","서울특별시 중랑구 사가정로 401, 창대빌딩 5층 (면목동)","37.5808499","127.0894768","0","ChIJh2DYR9y7fDURASu4OIzGVu4"
"6bab66135c1c43209e7e55dc35f7ac12","더쉼한방신경정신과한의원","025530199","서울특별시 강남구 남부순환로 2912, 그랑프리엔 204호 (대치동)","37.49071","127.0561424","0","ChIJr2PfoqCmfDUR4LfGyVpAnWc"
"ebb8ea8e94214e29a40dd656a0b040ab","유앤문정신건강의학과의원","","서울특별시 강남구 영동대로85길 34, 대치2차 아이파크 2층 208호 (대치동)","37.5068334","127.0608856","0","ChIJTwJxZRWkfDURLysuLqXmZpk"
"52f481f469784f838eec3c13ba8c40e8","연세홍정신건강의학과의원","024330351","서울특별시 중랑구 사가정로 398, JS빌딩 5층 501호 (면목동)","37.5802856","127.0888289","0",
"2cec5d12859b4092ba2279ee829a1828","열린마음정신건강의학과의원","0234373441","서울특별시 광진구 능동로 259, 성운빌딩 4층 (군자동)","37.5533474","127.0770981","0","ChIJB4Y85Sm7fDURHgcLNOoxNE4"
"6e939031a08d4a9397a647019ee82fd3","서울탑클래스정신건강의학과의원","0263391009","서울특별시 강남구 테헤란로88길 17, 세안빌딩 6층 (대치동)","37.5065588","127.0603142","0","ChIJwU-gbxqlfDURDs9SDdqeIhU"
"dc7dfbf82a834980b324deb64b21af22","연세삼성정신건강의학과의원","025650086","서울특별시 강남구 테헤란로 514, 삼흥2빌딩 12층 (대치동)","37.5074386","127.0597679","0","ChIJL9TbkyGlfDUR662q15jtlPc"
"ae79fdcb85584c7cbfd5ce76a6754d61","성모누리정신건강의학과의원","0269525222","서울특별시 중랑구 면목로 299, 3층 (면목동)","37.5792512","127.0867492","0","ChIJB9W-vOO6fDURKU1YhjKmWiQ"
"4218c91f55fc4ebc8528ed85cf54f273","아이두정신건강의학과의원","0220383388","서울특별시 광진구 능동로 117, 4층 (화양동)","37.5415972","127.0711477","0",
"8f13209b2f064e69a95c88dae2463226","이종일정신건강의학과의원","0222092209","서울특별시 중랑구 사가정로 384, 501호 (면목동)","37.5805409","127.0872074","0","ChIJV9SqC5m7fDURMoqdwSvrAYM"
"81042b7ce291416ca1ed8ef01af68c16","아이나래 정신건강의학과의원","025542999","서울특별시 강남구 도곡로 408, 디마크 빌딩 406호 (대치동)","37.4966282","127.05525","0","ChIJkSUcWYevfDURRy9ttqoQpv0"
"d83318e81ac74c0ab2b098f452907459","가온정신건강의학과의원","024646051","서울특별시 광진구 아차산로 237, 삼진빌딩 4층 401호 (화양동)","37.5405026","127.0697556","0","ChIJ8bKuYVWlfDUR2Bb_fy1SaqQ"
"6bb7ec04013246d88f6b9b774463b334","소민정신건강의학과의원","025480868","서울특별시 강남구 영동대로 602, 3층 304호 (삼성동, 삼성동미켈란107)","37.5146991","127.0606013","0","ChIJ_Rq1w2mkfDURmL8IQGR2X2k"
"29ef6e723c3540a39fa1a370098e56eb","성모정신건강의학과의원","025586100","서울특별시 강남구 테헤란로87길 13, 6층 (삼성동)","37.5086361","127.0586131","0",
"2b4d03e330424528837bac0269a0fe59","연세휴정신건강의학과의원","025560990","서울특별시 강남구 도곡로 409, 503호 (대치동, 타워엠프리스)","37.4974014","127.055172","0","ChIJR7QcG_ihfDURNobO-OiKHWg"
"a1b997b11b0e42389f1ed8a1a9f418a8","우나영정신건강의학과의원","0222484860","서울특별시 강남구 테헤란로87길 17, 마젤란 21 아스테리움205호 (삼성동)","37.5087249","127.0582844","0","ChIJaXk_xKmlfDURgaCm_svYN6w"
"21e7a9f2c66b497f98b4ce373f42c516","해들정신건강의학과의원","024650300","서울특별시 광진구 아차산로 229, 한림타워 4층 404호 (화양동)","37.5408305","127.0690816","0","ChIJJXHar-mkfDURvHd1v5UVEFA"
"f30a6dc4b9014c598e53291fc2e2ef71","청담율정신건강의학과의원","025686799","서울특별시 강남구 테헤란로87길 25, 2층 (삼성동)","37.5094541","127.0582415","0","ChIJi2-y5ualfDURsCju7cAXcTM"
"fd81c7f301e8445899b1e8880991b1ff","유범희정신건강의학과의원","5782014","서울특별시 강남구 언주로30길 21, (도곡동, 아카데미스위트)","37.4889018","127.0520107","0","ChIJN1GH4KWmfDURJ-imgk0a7VE"
"b2dbbca73f48423d9d9b1d50c16b9a8d","로뎀정신과의원","025564113","서울특별시 강남구 삼성로96길 27, 401호 (삼성동, 진솔빌딩)","37.5093477","127.0579664","0","ChIJ__fNjZWYfDURIsu1t_2K66E"
"44e71ae31f37476d8dddab0a8a5ecdab","잘듣는정신의학과의원","024987582","서울특별시 광진구 광나루로 369, 2층 203호 (군자동, 광진두산위브파크)","37.5484493","127.0709551","0","ChIJg8qG3sSkfDUR1gbrbGdRwgs"
"da851f23ed6f497a8a67c84be33fed7c","굿모닝정신과의원","024663575","서울특별시 광진구 아차산로 220, 203호 (자양동)","37.5406399","127.0676643","0","ChIJjQyed-mkfDURX_wgRp8TByw"
"e19a62a5a6bc4f81b29ccdb27b5e53c1","연세맑음정신건강의학과의원","025549190","서울특별시 강남구 선릉로62길 7, 경산빌딩 4층 (대치동)","37.4973787","127.0532083","0","ChIJTyxYZdulfDUR5zBc2yX_W1c"
"7dd178625bbb46198b00ef00a29f9e13","이한정신건강의학과의원","025651333","서울특별시 강남구 선릉로 311, 한티빌딩 305호 (역삼동)","37.4973384","127.052077","0","ChIJLc5fvRykfDURdw_QmgzSP5Q"
"4037899818e44b109afad7f862b05332","건대하늘정신건강의학과의원","024631331","서울특별시 광진구 아차산로 207, 2층 (화양동)","37.5415244","127.0667446","0","ChIJ_9JwhumkfDUROu0vJtd2Al0"
"220508482f3847ca888a7530610e0dc8","마인드닥터주니어정신건강의학과의원","024329993","서울특별시 중랑구 망우로 353, C동 301호 (상봉동, 현대이노시티)","37.5982973","127.0903644","0","ChIJ5bXWLlC6fDURdTL--D6hJUs"
"c3afd9b93882421daf0b9c04e3261111","변영돈신경정신과의원","025639937","서울특별시 강남구 선릉로 340, 대치 EM 프라자 405호 (대치동)","37.5002261","127.0514679","0","ChIJAQAAAPmjfDURcxKQxH3Aetg"
"180737f96e914565ac3606eb6eb9c30e","세화정신건강의학과의원","024395522","서울특별시 중랑구 면목로 456, 한성빌딩 3층 (면목동)","37.5925729","127.0869092","0","ChIJs5jsg1a6fDURbiqwMJjweSE"
"eeddf1b8aa08450c84226facf4825cdb","연세자람정신건강의학과의원","025010750","서울특별시 강남구 도곡로51길 4, 역삼프라자 2층 (역삼동)","37.4955617","127.0498175","0","ChIJoa7t0EalfDURKIEcHBDvolw"
"26557b7dc5f344cabd2de5f595b5d98a","예솜정신건강의학과의원","0261801255","서울특별시 강남구 개포로 205, 양재빌딩 4층 401호 (개포동)","37.4785554","127.045124","0","ChIJv96u4LWmfDURBK-da-ZqRUQ"
